Entity,Code,Year,Patent application rates (OWID based on World Bank & UN)
Turkey,TUR,1990,2.559
Turkey,TUR,1991,2.699
Turkey,TUR,1992,3.39
Turkey,TUR,1993,2.983
Turkey,TUR,1994,2.623
Turkey,TUR,1995,2.907
Turkey,TUR,1996,3.181
Turkey,TUR,1997,3.362
Turkey,TUR,1998,3.375
Turkey,TUR,1999,4.431
Turkey,TUR,2000,4.38
Turkey,TUR,2001,5.25
Turkey,TUR,2002,6.355
Turkey,TUR,2003,7.399
Turkey,TUR,2004,10.178
Turkey,TUR,2005,13.666
Turkey,TUR,2006,15.59
Turkey,TUR,2007,26.007
Turkey,TUR,2008,31.53
Turkey,TUR,2009,35.815
Turkey,TUR,2010,43.967
Turkey,TUR,2011,52.922
Turkey,TUR,2012,59.461
Turkey,TUR,2013,57.952
Turkey,TUR,2014,61.871
Turkey,TUR,2015,68.377
Turkmenistan,TKM,1996,15.394
Turkmenistan,TKM,1997,11.94
Turkmenistan,TKM,1998,9.29
Turkmenistan,TKM,1999,9.852
Uganda,UGA,2003,0.188
Uganda,UGA,2004,0.435
Uganda,UGA,2005,0.105
Uganda,UGA,2006,0.372
Uganda,UGA,2007,0.196
Uganda,UGA,2013,0.266
Uganda,UGA,2014,0.129
Uganda,UGA,2015,0.224
Ukraine,UKR,1992,5.925
Ukraine,UKR,1993,166.484
Ukraine,UKR,1994,103.137
Ukraine,UKR,1995,93.259
Ukraine,UKR,1996,71.214
Ukraine,UKR,1997,92.659
Ukraine,UKR,1998,106.075
Ukraine,UKR,1999,108.73
Ukraine,UKR,2000,114.284
Ukraine,UKR,2001,148.057
Ukraine,UKR,2002,33.214
Ukraine,UKR,2003,34.196
Ukraine,UKR,2004,86.193
Ukraine,UKR,2005,75.109
Ukraine,UKR,2006,74.25
Ukraine,UKR,2007,73.964
Ukraine,UKR,2008,61.07
Ukraine,UKR,2009,52.852
Ukraine,UKR,2010,55.722
Ukraine,UKR,2011,57.957
Ukraine,UKR,2012,54.635
Ukraine,UKR,2013,62.784
Ukraine,UKR,2014,54.272
Ukraine,UKR,2015,50.295
United Arab Emirates,ARE,2011,2.998
United Arab Emirates,ARE,2012,2.247
United Arab Emirates,ARE,2013,1.999
United Arab Emirates,ARE,2014,3.197
United Arab Emirates,ARE,2015,1.639
United Kingdom,GBR,1985,347.867
United Kingdom,GBR,1986,353.555
United Kingdom,GBR,1987,351.132
United Kingdom,GBR,1988,360.734
United Kingdom,GBR,1989,345.71
United Kingdom,GBR,1990,337.307
United Kingdom,GBR,1991,334.872
United Kingdom,GBR,1992,327.334
United Kingdom,GBR,1993,324.453
United Kingdom,GBR,1994,317.701
United Kingdom,GBR,1995,321.102
United Kingdom,GBR,1996,312.617
United Kingdom,GBR,1997,307.595
United Kingdom,GBR,1998,333.92
United Kingdom,GBR,1999,363.533
United Kingdom,GBR,2000,374.411
United Kingdom,GBR,2001,362.367
United Kingdom,GBR,2002,347.378
United Kingdom,GBR,2003,342.445
United Kingdom,GBR,2004,319.698
United Kingdom,GBR,2005,295.242
United Kingdom,GBR,2006,287.345
United Kingdom,GBR,2007,283.338
United Kingdom,GBR,2008,267.332
United Kingdom,GBR,2009,256.679
United Kingdom,GBR,2010,246.788
United Kingdom,GBR,2011,242.543
United Kingdom,GBR,2012,241.286
United Kingdom,GBR,2013,233.47
United Kingdom,GBR,2014,235.184
United Kingdom,GBR,2015,228.271
United States,USA,1985,267.619
United States,USA,1986,271.495
United States,USA,1987,281.957
United States,USA,1988,307.535
United States,USA,1989,333.726
United States,USA,1990,363.12
United States,USA,1991,347.674
United States,USA,1992,360.312
United States,USA,1993,384.562
United States,USA,1994,407.535
United States,USA,1995,465.536
United States,USA,1996,396.787
United States,USA,1997,437.231
United States,USA,1998,488.421
United States,USA,1999,534.873
United States,USA,2000,584.043
United States,USA,2001,622.92
United States,USA,2002,640.573
United States,USA,2003,651.278
United States,USA,2004,647.311
United States,USA,2005,703.402
United States,USA,2006,743.294
United States,USA,2007,801.202
United States,USA,2008,761.567
United States,USA,2009,733.158
United States,USA,2010,782.216
United States,USA,2011,794.928
United States,USA,2012,855.998
United States,USA,2013,910.267
United States,USA,2014,894.943
United States,USA,2015,898.529
Upper middle income,,1985,8.453
Upper middle income,,1986,8.396
Upper middle income,,1987,9.315
Upper middle income,,1988,9.685
Upper middle income,,1989,9.906
Upper middle income,,1990,7.236
Upper middle income,,1991,7.581
Upper middle income,,1992,27.444
Upper middle income,,1993,25.07
Upper middle income,,1994,19.89
Upper middle income,,1995,17.423
Upper middle income,,1996,18.405
Upper middle income,,1997,17.11
Upper middle income,,1998,17.733
Upper middle income,,1999,20.219
Upper middle income,,2000,26.285
Upper middle income,,2001,29.117
Upper middle income,,2002,32.946
Upper middle income,,2003,40.832
Upper middle income,,2004,44.538
Upper middle income,,2005,57.05
Upper middle income,,2006,71.188
Upper middle income,,2007,85.812
Upper middle income,,2008,104.512
Upper middle income,,2009,116.063
Upper middle income,,2010,142.561
Upper middle income,,2011,190.441
Upper middle income,,2012,236.897
Upper middle income,,2013,303.6
Upper middle income,,2014,337.663
Upper middle income,,2015,396.891
Uruguay,URY,1985,20.917
Uruguay,URY,1986,12.867
Uruguay,URY,1987,11.148
Uruguay,URY,1988,9.123
Uruguay,URY,1989,7.446
Uruguay,URY,1991,10.856
Uruguay,URY,1992,12.362
Uruguay,URY,1993,9.125
Uruguay,URY,1994,5.622
Uruguay,URY,1995,10.853
Uruguay,URY,1996,7.697
Uruguay,URY,1997,9.783
Uruguay,URY,1998,8.201
Uruguay,URY,1999,8.159
Uruguay,URY,2000,13.248
Uruguay,URY,2001,15.629
Uruguay,URY,2002,9.015
Uruguay,URY,2003,13.531
Uruguay,URY,2004,11.131
Uruguay,URY,2005,7.217
Uruguay,URY,2006,9.306
Uruguay,URY,2007,10.48
Uruguay,URY,2008,9.848
Uruguay,URY,2009,8.921
Uruguay,URY,2010,6.816
Uruguay,URY,2011,5.907
Uruguay,URY,2012,6.477
Uruguay,URY,2014,10.82
Uruguay,URY,2015,7.577
Uzbekistan,UZB,1993,97.348
Uzbekistan,UZB,1994,47.415
Uzbekistan,UZB,1995,45.6
Uzbekistan,UZB,1996,39.354
Uzbekistan,UZB,1997,34.436
Uzbekistan,UZB,1998,29.978
Uzbekistan,UZB,1999,31.549
Uzbekistan,UZB,2000,30.628
Uzbekistan,UZB,2001,32.166
Uzbekistan,UZB,2002,28.292
Uzbekistan,UZB,2003,36.413
Uzbekistan,UZB,2004,10.555
Uzbekistan,UZB,2005,10.089
Uzbekistan,UZB,2006,12.194
Uzbekistan,UZB,2007,12.059
Uzbekistan,UZB,2008,9.596
Uzbekistan,UZB,2009,8.571
Uzbekistan,UZB,2010,12.954
Uzbekistan,UZB,2011,9.612
Uzbekistan,UZB,2012,8.632
Uzbekistan,UZB,2013,9.887
Uzbekistan,UZB,2014,11.217
Uzbekistan,UZB,2015,9.202
Venezuela,VEN,1985,12.965
Venezuela,VEN,1986,15.694
Venezuela,VEN,1987,16.922
Venezuela,VEN,1989,9.439
Venezuela,VEN,1990,13.191
Venezuela,VEN,1991,11.46
Venezuela,VEN,1992,9.712
Venezuela,VEN,1993,8.747
Venezuela,VEN,1994,10.31
Venezuela,VEN,1996,8.035
Venezuela,VEN,1997,8.697
Venezuela,VEN,2000,2.287
Venezuela,VEN,2011,1.12
Vietnam,VNM,1986,0.116
Vietnam,VNM,1988,0.316
Vietnam,VNM,1989,0.71
Vietnam,VNM,1990,0.879
Vietnam,VNM,1991,0.55
Vietnam,VNM,1992,0.497
Vietnam,VNM,1993,0.459
Vietnam,VNM,1994,0.311
Vietnam,VNM,1995,0.319
Vietnam,VNM,1996,0.506
Vietnam,VNM,1997,0.404
Vietnam,VNM,1998,0.331
Vietnam,VNM,1999,0.457
Vietnam,VNM,2000,0.438
Vietnam,VNM,2001,0.661
Vietnam,VNM,2002,0.868
Vietnam,VNM,2003,0.969
Vietnam,VNM,2004,1.265
Vietnam,VNM,2005,2.185
Vietnam,VNM,2006,2.353
Vietnam,VNM,2007,2.6
Vietnam,VNM,2008,2.397
Vietnam,VNM,2009,2.999
Vietnam,VNM,2010,3.52
Vietnam,VNM,2011,3.415
Vietnam,VNM,2012,4.301
Vietnam,VNM,2013,4.935
Vietnam,VNM,2014,5.368
Vietnam,VNM,2015,6.346
World,OWID_WRL,1985,94.146
World,OWID_WRL,1986,95.854
World,OWID_WRL,1987,99.824
World,OWID_WRL,1988,99.949
World,OWID_WRL,1989,100.78
World,OWID_WRL,1990,102.444
World,OWID_WRL,1991,101.753
World,OWID_WRL,1992,111.351
World,OWID_WRL,1993,112.84
World,OWID_WRL,1994,109.067
World,OWID_WRL,1995,116.49
World,OWID_WRL,1996,116.609
World,OWID_WRL,1997,117.723
World,OWID_WRL,1998,118.56
World,OWID_WRL,1999,123.417
World,OWID_WRL,2000,134.692
World,OWID_WRL,2001,134.451
World,OWID_WRL,2002,131.629
World,OWID_WRL,2003,134.85
World,OWID_WRL,2004,139.253
World,OWID_WRL,2005,148.25
World,OWID_WRL,2006,151.335
World,OWID_WRL,2007,157.996
World,OWID_WRL,2008,159.835
World,OWID_WRL,2009,157.174
World,OWID_WRL,2010,167.596
World,OWID_WRL,2011,184.233
World,OWID_WRL,2012,203.104
World,OWID_WRL,2013,226.286
World,OWID_WRL,2014,235.687
World,OWID_WRL,2015,253.228
Yemen,YEM,1998,0.414
Yemen,YEM,1999,0.518
Yemen,YEM,2000,0.392
Yemen,YEM,2001,0.326
Yemen,YEM,2002,0.476
Yemen,YEM,2003,0.822
Yemen,YEM,2004,0.5
Yemen,YEM,2005,0.972
Yemen,YEM,2006,0.662
Yemen,YEM,2007,0.506
Yemen,YEM,2010,0.847
Yemen,YEM,2011,0.289
Yemen,YEM,2012,1.445
Yemen,YEM,2013,1.681
Yemen,YEM,2014,1.105
Yemen,YEM,2015,0.186
Zambia,ZMB,1988,0.921
Zambia,ZMB,1989,0.384
Zambia,ZMB,1990,0.872
Zambia,ZMB,1991,0.121
Zambia,ZMB,1992,0.828
Zambia,ZMB,1993,0.461
Zambia,ZMB,1995,0.438
Zambia,ZMB,1996,0.639
Zambia,ZMB,1999,0.488
Zambia,ZMB,2001,0.554
Zambia,ZMB,2002,0.27
Zambia,ZMB,2003,0.263
Zambia,ZMB,2004,0.085
Zambia,ZMB,2005,0.415
Zambia,ZMB,2006,0.323
Zambia,ZMB,2007,1.493
Zambia,ZMB,2008,1.987
Zambia,ZMB,2009,0.669
Zambia,ZMB,2010,0.361
Zambia,ZMB,2011,0.21
Zambia,ZMB,2012,0.476
Zambia,ZMB,2013,0.858
Zambia,ZMB,2014,0.896
Zimbabwe,ZWE,1985,4.389
Zimbabwe,ZWE,1986,5.236
Zimbabwe,ZWE,1987,4.412
Zimbabwe,ZWE,1988,3.957
Zimbabwe,ZWE,1989,3.938
Zimbabwe,ZWE,1990,4.321
Zimbabwe,ZWE,1991,5.745
Zimbabwe,ZWE,1992,3.932
Zimbabwe,ZWE,1993,4.035
Zimbabwe,ZWE,1995,4.859
Zimbabwe,ZWE,1996,2.431
Zimbabwe,ZWE,2015,0.57
